Schema,Table,FullTableName,Position,Field,DataType,Key,Nullable,Description,TableDescription,SapReference,SourceFile
mdm,Address,mdm.Address,18,LanguageCode,nvarchar(2),FK,no,Address language,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,19,TimeZoneId,nvarchar(64),,yes,Time zone,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,20,Latitude,"decimal(9,6)",,yes,Geo latitude,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,21,Longitude,"decimal(9,6)",,yes,Geo longitude,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,22,FormattedAddress,nvarchar(500),,yes,Address rendered in the country format,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,23,ValidFrom,date,IX,no,First day the record is valid,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,24,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,25,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,26,CreatedBy,nvarchar(64),,no,Creating user name,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,27,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,28,ModifiedBy,nvarchar(64),,yes,Last changing user name,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,29,RowVersion,rowversion,,no,Optimistic concurrency token,Central address record,ADRC,04_business_partner.md
mdm,Address,mdm.Address,30,IsActive,bit,,no,Soft-delete / active flag (master + config only),Central address record,ADRC,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,1,Id,bigint,PK,no,Surrogate key,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,3,BusinessPartnerId,bigint,"AK,FK",no,Business partner,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,4,AddressId,bigint,"AK,FK",no,Address,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,5,AddressUsage,nvarchar(10),AK,no,"`STANDARD`, `BILLTO`, `SHIPTO`, `DELIVERY`, `HOME`, `WORK`",Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,6,IsStandardAddress,bit,,no,Standard address for the usage,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,7,ValidFrom,date,IX,no,First day the record is valid,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,8,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,9,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,10,CreatedBy,nvarchar(64),,no,Creating user name,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,11,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,12,ModifiedBy,nvarchar(64),,yes,Last changing user name,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,13,RowVersion,rowversion,,no,Optimistic concurrency token,Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerAddress,mdm.BusinessPartnerAddress,14,IsActive,bit,,no,Soft-delete / active flag (master + config only),Address usage of a partner,BUT020,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,1,Id,bigint,PK,no,Surrogate key,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,3,BusinessPartnerId,bigint,"AK,FK",no,Business partner,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,4,AddressId,bigint,FK,yes,Address the channel belongs to,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,5,CommunicationType,nvarchar(10),AK,no,"`PHONE`, `MOBILE`, `FAX`, `EMAIL`, `WEB`, `TELEX`",Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,6,SequenceNumber,int,AK,no,Sequence within the type,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,7,CountryDialCode,nvarchar(5),,yes,Country dialling code,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,8,Value,nvarchar(241),,no,"Number, address or URL",Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,9,Extension,nvarchar(10),,yes,Telephone extension,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,10,IsDefault,bit,,no,Standard channel of the type,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,11,IsMarketingAllowed,bit,,no,Consent for marketing contact,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,12,Notes,nvarchar(255),,yes,Notes,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,13,ValidFrom,date,IX,no,First day the record is valid,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,14,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,15,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,16,CreatedBy,nvarchar(64),,no,Creating user name,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,17,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,18,ModifiedBy,nvarchar(64),,yes,Last changing user name,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,19,RowVersion,rowversion,,no,Optimistic concurrency token,Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerCommunication,mdm.BusinessPartnerCommunication,20,IsActive,bit,,no,Soft-delete / active flag (master + config only),Communication channel of a partner or address,ADR2` / `ADR6,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,1,Id,bigint,PK,no,Surrogate key,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,3,BusinessPartnerId,bigint,"AK,FK",no,Business partner,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,4,BankDetailId,nvarchar(4),AK,no,"Bank details id, e.g. `0001`",Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,5,BankCountryCode,nvarchar(3),FK,no,Bank country,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,6,BankKey,nvarchar(15),FK,no,Bank key / routing code,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,7,BankAccountNumber,nvarchar(18),,yes,Account number (masked in the browser),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,8,BankAccountHolder,nvarchar(60),,yes,Account holder name,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,9,Iban,nvarchar(34),,yes,IBAN,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,10,SwiftCode,nvarchar(11),,yes,SWIFT / BIC,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,11,BankControlKey,nvarchar(2),,yes,Bank control key,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,12,CurrencyCode,nvarchar(5),FK,yes,Account currency,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,13,IsDefaultForPayment,bit,,no,Default account for payments,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,14,PaymentMethodRestriction,nvarchar(10),,yes,Payment methods allowed on this account,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,15,IsVerified,bit,,no,Verified by a second user (maker-checker),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,16,VerifiedBy,nvarchar(64),,yes,Verifying user,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,17,VerifiedAt,datetime2(3),,yes,Verification timestamp (UTC),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,18,ValidFrom,date,IX,no,First day the record is valid,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,19,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,20,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,21,CreatedBy,nvarchar(64),,no,Creating user name,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,22,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,23,ModifiedBy,nvarchar(64),,yes,Last changing user name,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,24,RowVersion,rowversion,,no,Optimistic concurrency token,Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerBank,mdm.BusinessPartnerBank,25,IsActive,bit,,no,Soft-delete / active flag (master + config only),Bank details of a partner,BUT0BK,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,1,Id,bigint,PK,no,Surrogate key,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,3,BusinessPartnerId,bigint,"AK,FK",no,Business partner,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,4,TaxNumberCategory,nvarchar(6),AK,no,"Category, e.g. `KH0` VAT TIN, `EU0` VAT id",Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,5,TaxNumber,nvarchar(20),AK,no,Tax number,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,6,CountryCode,nvarchar(3),FK,no,Issuing country,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,7,IsNaturalPerson,bit,,no,Natural person indicator,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,8,IsValidated,bit,,no,Format validated against the country rule,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,9,ValidatedAt,datetime2(3),,yes,Validation timestamp (UTC),Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,10,ValidFrom,date,IX,no,First day the record is valid,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,11,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,12,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,13,CreatedBy,nvarchar(64),,no,Creating user name,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,14,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,15,ModifiedBy,nvarchar(64),,yes,Last changing user name,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,16,RowVersion,rowversion,,no,Optimistic concurrency token,Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerTaxNumber,mdm.BusinessPartnerTaxNumber,17,IsActive,bit,,no,Soft-delete / active flag (master + config only),Tax numbers of a partner,BUT0TX,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,1,Id,bigint,PK,no,Surrogate key,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,3,RelationshipNumber,nvarchar(12),AK,no,Relationship number,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,4,RelationshipCategory,nvarchar(6),,no,"`PARENT`, `SUBSID`, `CONTACT`, `EMPLOY`, `SOLDTO`, `SHIPTO`, `BILLTO`, `PAYER`, `SUPPL`, `RELCO`, `ICOMP`",Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,5,SourceBusinessPartnerId,bigint,"FK,IX",no,Partner 1,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,6,TargetBusinessPartnerId,bigint,"FK,IX",no,Partner 2,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,7,IsDirectional,bit,,no,Relationship has a direction,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,8,RelationshipRole,nvarchar(40),,yes,Role of the target in the relationship,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,9,ShareholdingPercent,"decimal(9,4)",,yes,Ownership percentage,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,10,IsStandard,bit,,no,Default partner of this category,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,11,DepartmentText,nvarchar(40),,yes,Department (contact person),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,12,FunctionText,nvarchar(40),,yes,Function (contact person),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,13,Notes,nvarchar(255),,yes,Notes,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,14,ValidFrom,date,IX,no,First day the record is valid,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,15,ValidTo,date,IX,no,Last day valid (`9999-12-31` = open ended),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,16,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,17,CreatedBy,nvarchar(64),,no,Creating user name,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,18,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,19,ModifiedBy,nvarchar(64),,yes,Last changing user name,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,20,RowVersion,rowversion,,no,Optimistic concurrency token,Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerRelationship,mdm.BusinessPartnerRelationship,21,IsActive,bit,,no,Soft-delete / active flag (master + config only),Validity-dated relationship between two partners,BUT050,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,1,Id,bigint,PK,no,Surrogate key,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,3,BusinessPartnerId,bigint,"AK,FK",no,Business partner,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,4,CompanyCodeId,bigint,"AK,FK",no,Company code,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,5,RoleCategory,nvarchar(20),AK,no,`Customer` or `Vendor` — one segment per side,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,6,ReconciliationGLAccountId,bigint,FK,no,Reconciliation account — must be flagged as such,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,7,AlternativePayerPayeeId,bigint,FK,yes,Alternative payer / payee partner,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,8,HeadOfficePartnerId,bigint,FK,yes,Head office for branch accounting,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,9,SortKey,nvarchar(3),,yes,Allocation (assignment) field rule,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,10,PlanningGroup,nvarchar(10),,yes,Cash management planning group,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,11,PaymentTermsId,bigint,FK,yes,Payment terms,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,12,PaymentMethods,nvarchar(10),,yes,Permitted payment methods,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,13,PaymentBlockReason,nvarchar(1),,yes,Payment block key,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,14,IsPostingBlocked,bit,,no,Posting block for this company code,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,15,IsMarkedForDeletion,bit,,no,Deletion flag for this company code,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,16,HouseBankId,bigint,FK,yes,House bank used for payments,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,17,PaymentGroupingKey,nvarchar(2),,yes,Grouping key for the payment run,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,18,IsIndividualPayment,bit,,no,Pay each item separately,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,19,ToleranceGroupId,bigint,FK,yes,Tolerance group,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,20,DunningProcedureId,bigint,FK,yes,Dunning procedure,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,21,DunningRecipientPartnerId,bigint,FK,yes,Alternative dunning recipient,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,22,DunningBlockReason,nvarchar(1),,yes,Dunning block,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,23,LastDunningDate,date,,yes,Date of the last dunning run,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,24,DunningLevel,tinyint,,yes,Current dunning level,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,25,DunningClerk,nvarchar(2),,yes,Dunning clerk,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,26,AccountingClerk,nvarchar(2),,yes,Accounting clerk,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,27,WithholdingTaxCodeId,bigint,FK,yes,Withholding tax code,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,28,IsWithholdingTaxExempt,bit,,no,Exempt from withholding tax,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,29,WithholdingTaxExemptionNumber,nvarchar(20),,yes,Exemption certificate number,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,30,WithholdingTaxExemptionValidTo,date,,yes,Certificate expiry,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,31,IsClearingWithVendorAllowed,bit,,no,Clearing between customer and vendor side allowed,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,32,ClearingPartnerId,bigint,FK,yes,Partner used for cross-clearing,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,33,InterestCalculationIndicator,nvarchar(2),,yes,Interest calculation indicator,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,34,LastInterestRunDate,date,,yes,Last interest calculation,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,35,CorrespondenceType,nvarchar(20),,yes,Default correspondence type,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,36,LocalCurrencyCode,nvarchar(5),FK,yes,"Account currency, if not the company code currency",Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,37,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,38,CreatedBy,nvarchar(64),,no,Creating user name,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,39,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,40,ModifiedBy,nvarchar(64),,yes,Last changing user name,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
mdm,BusinessPartnerCompanyCode,mdm.BusinessPartnerCompanyCode,41,RowVersion,rowversion,,no,Optimistic concurrency token,Company code segment (customer and vendor),KNB1` / `LFB1,04_business_partner.md
